,b0py26e_q_Am241,b0py26e_q_Am242M,b0py26e_q_Am243,b0py26e_q_Cm242,b0py26e_q_Cm243,b0py26e_q_Cm244,b0py26e_q_Cm245,b0py26e_q_Eu153,b0py26e_q_Eu157,b0py26e_q_Gd154,b0py26e_q_Gd155,b0py26e_q_Gd156,b0py26e_q_Gd157,b0py26e_q_Gd158,b0py26e_q_Gd160,b0py26e_q_I135,b0py26e_q_Nd147,b0py26e_q_Nd148,b0py26e_q_Np237,b0py26e_q_Np238,b0py26e_q_Np239,b0py26e_q_Pm147,b0py26e_q_Pm148,b0py26e_q_Pm148M,b0py26e_q_Pm149,b0py26e_q_Pu238,b0py26e_q_Pu239,b0py26e_q_Pu240,b0py26e_q_Pu241,b0py26e_q_Pu242,b0py26e_q_Rh103,b0py26e_q_Ru103,b0py26e_q_Sm149,b0py26e_q_U234,b0py26e_q_U235,b0py26e_q_U236,b0py26e_q_U237,b0py26e_q_U238,b0py26e_q_Xe135,b0py26e_q_residual
22_7,9.8666e-08,1.684e-09,9.3403e-08,2.2638e-08,2.48e-10,1.3223e-08,3.69e-10,5.54687e-07,1e-10,3.888e-09,2.44e-10,1.97828e-07,5.13e-10,6.6981e-08,6.546e-09,4.677e-09,6.355e-08,2.211149e-06,1.186026e-06,2.792e-09,4.42506e-07,1.562471e-06,7.118e-09,1.0735e-08,9.349e-09,2.23417e-07,3.0523184e-05,9.168604e-06,4.54832e-06,9.51422e-07,4.012611e-06,5.22636e-07,1.8345e-08,1.14461e-06,8.203391e-05,1.7877352e-05,3.2747e-08,0.006624661,1.892e-09,1.0
22_8,9.8666e-08,1.684e-09,9.3403e-08,2.2638e-08,2.48e-10,1.3223e-08,3.69e-10,5.54687e-07,1e-10,3.888e-09,2.44e-10,1.97828e-07,5.13e-10,6.6981e-08,6.546e-09,4.677e-09,6.355e-08,2.211149e-06,1.186026e-06,2.792e-09,4.42506e-07,1.562471e-06,7.118e-09,1.0735e-08,9.349e-09,2.23417e-07,3.0523184e-05,9.168604e-06,4.54832e-06,9.51422e-07,4.012611e-06,5.22636e-07,1.8345e-08,1.14461e-06,8.203391e-05,1.7877352e-05,3.2747e-08,0.006624661,1.892e-09,1.0
22_9,9.8666e-08,1.684e-09,9.3403e-08,2.2638e-08,2.48e-10,1.3223e-08,3.69e-10,5.54687e-07,1e-10,3.888e-09,2.44e-10,1.97828e-07,5.13e-10,6.6981e-08,6.546e-09,4.677e-09,6.355e-08,2.211149e-06,1.186026e-06,2.792e-09,4.42506e-07,1.562471e-06,7.118e-09,1.0735e-08,9.349e-09,2.23417e-07,3.0523184e-05,9.168604e-06,4.54832e-06,9.51422e-07,4.012611e-06,5.22636e-07,1.8345e-08,1.14461e-06,8.203391e-05,1.7877352e-05,3.2747e-08,0.006624661,1.892e-09,1.0
22_10,9.8666e-08,1.684e-09,9.3403e-08,2.2638e-08,2.48e-10,1.3223e-08,3.69e-10,5.54687e-07,1e-10,3.888e-09,2.44e-10,1.97828e-07,5.13e-10,6.6981e-08,6.546e-09,4.677e-09,6.355e-08,2.211149e-06,1.186026e-06,2.792e-09,4.42506e-07,1.562471e-06,7.118e-09,1.0735e-08,9.349e-09,2.23417e-07,3.0523184e-05,9.168604e-06,4.54832e-06,9.51422e-07,4.012611e-06,5.22636e-07,1.8345e-08,1.14461e-06,8.203391e-05,1.7877352e-05,3.2747e-08,0.006624661,1.892e-09,1.0
23_0,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_1,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_2,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_3,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_4,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_5,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_6,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_7,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_8,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_9,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
23_10,1.18526e-07,2.07e-09,1.28426e-07,2.9278e-08,3.53e-10,2.0206e-08,6.12e-10,6.2814e-07,1.07e-10,5.021e-09,2.79e-10,2.38837e-07,5.5e-10,7.7848e-08,7.767e-09,4.669e-09,6.3354e-08,2.407097e-06,1.333934e-06,3.184e-09,4.48897e-07,1.624683e-06,7.478e-09,1.1187e-08,9.51e-09,2.76387e-07,3.1335003e-05,1.0066502e-05,5.101816e-06,1.188578e-06,4.383826e-06,5.32534e-07,1.8414e-08,1.112577e-06,7.5997166e-05,1.879994e-05,3.4411e-08,0.006615805,1.872e-09,1.0
24_0,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_1,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_2,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_3,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_4,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_5,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_6,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_7,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_8,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_9,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
24_10,1.43317e-07,2.559e-09,1.80926e-07,3.837e-08,5.15e-10,3.2023e-08,1.059e-09,7.18903e-07,1.16e-10,6.637e-09,3.23e-10,2.95731e-07,5.97e-10,9.2135e-08,9.38e-09,4.659e-09,6.3131e-08,2.643375e-06,1.51518e-06,3.676e-09,4.56727e-07,1.688661e-06,7.871e-09,1.1651e-08,9.691e-09,3.49147e-07,3.2140164e-05,1.111199e-05,5.743148e-06,1.5086e-06,4.821041e-06,5.43736e-07,1.8456e-08,1.074611e-06,6.9191505e-05,1.9813628e-05,3.6305e-08,0.00660493,1.847e-09,1.0
25_0,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_1,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_2,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_3,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_4,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_5,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_6,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_7,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_8,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_9,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
25_10,1.64356e-07,2.98e-09,2.34077e-07,4.6786e-08,6.82e-10,4.5402e-08,1.606e-09,7.96146e-07,1.24e-10,8.205e-09,3.62e-10,3.50058e-07,6.37e-10,1.05122e-07,1.0847e-08,4.652e-09,6.2956e-08,2.84102e-06,1.668271e-06,4.102e-09,4.63249e-07,1.733855e-06,8.167e-09,1.1978e-08,9.833e-09,4.17531e-07,3.269118e-05,1.1952172e-05,6.25379e-06,1.803345e-06,5.177344e-06,5.52562e-07,1.8463e-08,1.043429e-06,6.387786e-05,2.0582343e-05,3.78e-08,0.006595668,1.825e-09,1.0
26_0,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
26_1,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
26_2,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
26_3,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
26_4,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
26_5,1.88371e-07,3.465e-09,3.05856e-07,5.7192e-08,9.09e-10,6.5448e-08,2.482e-09,8.85558e-07,1.33e-10,1.0253e-08,4.09e-10,4.20362e-07,6.85e-10,1.21214e-07,1.2657e-08,4.643e-09,6.2765e-08,3.067453e-06,1.844279e-06,4.605e-09,4.70661e-07,1.777327e-06,8.474e-09,1.2292e-08,9.984e-09,5.04242e-07,3.3208333e-05,1.2873556e-05,6.806965e-06,2.169254e-06,5.574339e-06,5.62119e-07,1.8446e-08,1.008376e-06,5.819469e-05,2.1378464e-05,3.9418e-08,0.0065848725,1.801e-09,1.0
